ident,type,name,iata_code
10WI,small_airport,Buds Landing Airport,
10WY,small_airport,Willow Creek Ranch Airport,
10XA,small_airport,Sterling Airport,
10XS,small_airport,Flying S Air Ranch Airport,
11AK,small_airport,Rocking T Ranch Airport,
11AZ,small_airport,Whetstone Airport,
11CA,small_airport,Turner Field,
11CL,small_airport,Hansen Airport,
11FA,small_airport,B & L Farms Airport,
11FL,small_airport,Williams Field,
11IA,small_airport,Koch Field,
11II,small_airport,Atterbury Field (Camp Atterbury),
11IN,small_airport,JR's Airport,
11LL,small_airport,Thacker Airport,
11LS,small_airport,Jasmine Hill Airport,
11M,small_airport,Fulton-Itawamba County Airport,
11MA,small_airport,Bulljump Airport,
11MD,small_airport,Tim's Airport,
11MO,small_airport,Redgate Ranch Airport,
11MT,small_airport,Lammers Airport,
11MU,small_airport,Rocky Top Airfield,
11N,small_airport,Candlelight Farms Airport,
11NK,small_airport,Hop House Airpark,
11OA,small_airport,Hide-A-Way Hills Resort Airport,
11OG,small_airport,Unity Airport,
11OR,small_airport,Holiday Sky Ranch Airport,
11PN,small_airport,Eakin Airport,
11S,small_airport,Sekiu Airport,
11TE,small_airport,Flying M Ranch Airport,
11TS,small_airport,PT Enterprise D&W Ranch Airport,
11TX,small_airport,Butler Airport,
11UT,small_airport,Flying R Airport,
11VG,small_airport,Devil's Reach Landing Airport,
11WA,small_airport,Homeport Airport,
11Y,small_airport,Flying Feathers Airport,
12A,small_airport,Arkavalley Airport,
12AR,small_airport,Gibbons Airport,
12AZ,small_airport,Ranta Strip,
12CA,small_airport,Faber Vineyards Airport,
12CL,small_airport,Newton Field,
12CN,small_airport,Richter Airport,
12CO,small_airport,Omega 1 Airport,
12IA,small_airport,Plueger Airfield,
12ID,small_airport,Flying B Ranch Landing Strip,
12II,small_airport,Pentecost Airport,
12IL,small_airport,Hawker Airport,
12IN,small_airport,J & S Field,
12JY,balloonport,Clinton Elks Lodge Balloonport,
12KS,small_airport,Sooter Airport,
12KY,small_airport,John M. Foree Airport,
12LA,small_airport,Kml Airport,
12LS,small_airport,Hains Airstrip,
12ME,small_airport,Ridgeview Airport,
12MI,small_airport,John's Airport,
12MT,small_airport,Lincolns Field,
12NC,small_airport,Atlantic Field Marine Corps Outlying Field,
12ND,small_airport,Pietschtree Airstrip,
12NE,small_airport,Reisig Brothers Airport,
12NH,small_airport,Gile Pond Airport,
12NK,small_airport,Westport Airport,
12OH,small_airport,McGregor Airfield,
12OR,small_airport,Skinner Ranch Airport,
12S,small_airport,Monument Municipal Airport,
12SC,small_airport,Over the Hill Airport,
12TN,small_airport,Riley Creek Airport,
12TS,small_airport,Blo Airport,
12TT,small_airport,D An P Farm Airport,
12TX,small_airport,Griffin Airport,
12VA,small_airport,Hop-Along Airport,
12WA,small_airport,Fowlers Northwest 40 Airport,
12WV,small_airport,Crazy Horse Airport,
12WY,small_airport,Black Diamond Airport,
12XA,small_airport,Wood Farm Airfield,
12XS,small_airport,Mc Croskey Field,
13AK,small_airport,Satterbergs Airport,
13AZ,small_airport,Waltenberry Field Ultralightport,
13CL,small_airport,Maine Prairie Airport,
13FA,small_airport,Earle Airpark,
13GA,small_airport,Oak Ridge Plantation Airport,
13GE,small_airport,Holt Airpark,
13IA,small_airport,Hillside Stables Airport,
13ID,small_airport,Silva Ranch Airport,
13IN,small_airport,Gage Airport,
13KS,small_airport,Daniel's Landing Airport,
13KY,small_airport,Miles Airport,
13M,balloonport,Aeronut Park Balloonport,
13ME,small_airport,Socatean Bay Airport,
13MO,small_airport,Domeyer Airport,
13MS,small_airport,Greener Pastures Airpark,
13MT,small_airport,Sorenson Airport,
13NC,small_airport,Oak Grove Marine Corps Outlying Field,
13NE,small_airport,Hock Airport,
13NM,small_airport,Beaverhead Airstrip,
13NR,small_airport,Dusenbury Field,
13OR,small_airport,Aubrey Mountain Airstrip,
13PA,small_airport,Rigrtona Airport,
13PN,small_airport,Richland Acres Ultralightport,
13Q,small_airport,Jewett Mesa Airport,
13TE,small_airport,Varisco Airport,
13TS,small_airport,Van Es Ranch Airport,
13W,small_airport,Camano Island Airfield,
13WI,small_airport,Nowatzski Field,
13XA,small_airport,Flying 5B Ranch Airport,
13Y,small_airport,Littlefork Muni/Hanover Airport,
14AK,small_airport,Four Corners Airport,
14AZ,small_airport,Ruby Star Airpark,
14CO,small_airport,Good Pasture Airport,
14I,small_airport,Bloom Airport,
14IA,small_airport,East River Airport,
14ID,small_airport,Peaceful Cove Airport,
14KS,small_airport,G & S Space Port Airport,
14KY,small_airport,Blue Haven Farm Airport,
14ME,small_airport,Ring Hill Airport,
14MS,small_airport,Rose Field,
14N,small_airport,Beltzville Airport,
14NC,small_airport,Camp Davis Marine Corps Outlying Field,
14ND,small_airport,Hagen Private Airport,
14NK,small_airport,Mountain View Airport,
14OH,small_airport,Heilman Airport,
14OI,small_airport,Pleasant Home Gliding Club Gliderport,
14P,small_airport,Boggs Field,
14PA,small_airport,Dimascio Field,
14PS,small_airport,Hideaway Ultralightport,
14S,small_airport,Westport Airport,
14TA,small_airport,Dean Ranch Airport,
14TE,small_airport,Smith I-Ranch Airport,
14TS,small_airport,O S Wyatt Airport,
14TT,small_airport,Mathers Field,
14TX,small_airport,Keyes Ranch Airport,
14VA,small_airport,Krens Farm Airport,
14VG,small_airport,Abilene Airport,
14WA,small_airport,Lz Ranch Airport,
14WS,small_airport,Lakewood Lodge Airport,
14XA,small_airport,Frog Pond Airport,
14XS,small_airport,Isbell Ranch Airport,
15A,small_airport,Mark Reynolds/North Mobile County Airport,
15AK,small_airport,Golden North Airfield,
15AR,small_airport,Taylor Airport,
15FL,small_airport,Cannon Creek Airpark,
15G,small_airport,Weltzien Skypark Airport,
15GA,small_airport,Darla's Airport,
15IA,small_airport,Stella Airport,
15ID,small_airport,Scanlon Airport,
15IL,small_airport,Gittleson Farms Airport,
15IN,small_airport,Bugtown Airport,
15KS,small_airport,Sickler Airstrip,
15KY,small_airport,Brennan Farm Airport,
15LL,small_airport,Cloverleaf Ranch Airport,
15MA,small_airport,Canapitsit Airport,
15ME,small_airport,Eagle Field,
15MN,small_airport,Tyler Farms Airport,
15MO,small_airport,Applegate Airport,
15MT,small_airport,Saubak Airport,
15N,small_airport,Jenkins Airport,
15NC,small_airport,Dragonfly Field,
15NE,small_airport,Sindt Airport,
15TA,small_airport,J R Ranch Airport,
15VA,small_airport,Fox Acres Airport,
15W,small_airport,Dennis Farms Airport,
15WA,small_airport,Sunset Airport,
15WI,small_airport,Peterson Field,
15XS,small_airport,Toy Airpark,
16A,small_airport,Nunapitchuk Airport,NUP
16AK,small_airport,Gattis Strip,
16AR,small_airport,Heifer Creek Ranch Airport,
16AZ,small_airport,Yav'pe Ma'ta Airport,
16CO,small_airport,Dry Pen Airport,
16FA,small_airport,Little Deer Airport,
16FD,small_airport,Skinners Wholesale Nursery Airport,
16FL,small_airport,J-22 Ranch Airport,
16IA,small_airport,Stangl Airport,
16IL,small_airport,Harold Bunger Airport,
16IS,small_airport,Kellums Airport,
16KS,small_airport,Harmony Valley Airport,
16MD,small_airport,High Valley Airport,
16MI,small_airport,Barnstormers 5 Airport,
16MO,small_airport,Findley Field,
16MT,small_airport,Bangart Field,
16NC,small_airport,Lee's Airport,
16ND,small_airport,Kalberer Airport,
16NE,small_airport,Korver Airport,
16OI,small_airport,Trump Airport,
16PA,small_airport,Gregg Airport,
16S,small_airport,Myrtle Creek Municipal Airport,
16SC,small_airport,Horseshoe Landing Airport,
16TA,small_airport,Seven Springs Airport,
16TE,small_airport,Holly Lake Ranch Airport,
16TS,small_airport,Pineridge Airport,
16TT,small_airport,16 L Ranch Airport,
16W,small_airport,Little Goose State Airport,
16WA,small_airport,Tightcliff Airport,
16X,small_airport,Propwash Airport,
16XS,small_airport,Outlaw Flyers Airport,
17AR,small_airport,Bredlow Farm Airport,
17CL,small_airport,Las Trancas Airport,
17CO,small_airport,Skylane Ranch Airport,
17FA,small_airport,Cotton Strip,
17FL,small_airport,Jumbolair-Greystone Airport,
17GA,small_airport,Panther Creek Airport,
17ID,small_airport,Coyote Ridge Airport,
17II,small_airport,Dreessen Field,
17IN,small_airport,Pruss Airport,
17KY,small_airport,Lester Airfield,
17LS,small_airport,Yankee Field,
17ME,small_airport,Bresett's Mountainside Airport,
17MO,small_airport,Rgl Field,
17MT,small_airport,Abel Ranch Airport,
17MU,small_airport,B-B Airfield,
17NC,small_airport,Mitchell Field,
17NK,small_airport,Re-Dun Field,
17NR,small_airport,Zombie Air Force Airport,
17OH,small_airport,Kosik Private Airport,
17OI,small_airport,Haas Airport,
17OR,small_airport,Glide Aero Airport,
17PS,small_airport,Mountain Crest Airport,
17S,small_airport,Chehalem Airpark,
17SC,small_airport,Carolina Cow Country Airport,
17SD,small_airport,Stone's Conservation Airport,
17TE,small_airport,Comfort Airpark,
17TN,small_airport,Murphy Field,
17TX,small_airport,Kimzey Airport,
17U,small_airport,Jake Garn Airport,
17WI,small_airport,Ha-Rail Airport,
17XA,small_airport,Jacksonville / Hunter Field,
17XS,small_airport,Quahadi Ranch Airport,
18AA,small_airport,18 Meadows Aerodrome,
18AR,small_airport,Buck Mountain Airport,
18AZ,small_airport,Sky Ranch At Carefree Airport,
18CL,small_airport,Bowles Airport,
18FD,small_airport,Skypark Estates Owners Assoc Airport,
18GA,small_airport,Sleepy Hollow Airport,
18HI,small_airport,Brandt Field,
18II,small_airport,Mc Gill Airport,
18JY,small_airport,Skamokawa East Valley Airport,
18K,small_airport,Fowler Airport,
18KS,small_airport,Cherokee Strip,
18ME,small_airport,Ruby Airport,
18MN,small_airport,Hines Farm Airport,
18MO,small_airport,Gimlin Airport,
18MS,small_airport,Johns Landing,
18MT,small_airport,Fish Ranch Airport,
18NC,small_airport,Lanni Field,
18ND,small_airport,Bearpaw Airport,
18NE,small_airport,Doc's Airport,
18NY,small_airport,Strip in the Woods Airport,
18OH,small_airport,Jer-Mar Airpark,
18OI,small_airport,Boggy Bottoms Airport,
18OR,small_airport,Red's Field,
18PA,small_airport,Slack Airport,
18PN,small_airport,Spud View Airport,
18SD,small_airport,Lost Creek Airport,
18TA,small_airport,West Kerr Ranch Airport,
18TE,small_airport,Alert Field,
18TX,small_airport,Flying 'T' Ranch Airport,
18WV,small_airport,Lynn Airport,
18XA,small_airport,Lantana Ridge Airport,
18XS,small_airport,Gardner Farm Airport,
18Y,small_airport,Milaca Municipal Airport,
19AK,small_airport,Icy Bay Airport,ICY
19AR,small_airport,Naylor field,
19AZ,small_airport,Montezuma Airport,
19GA,small_airport,Willow Pond Aviation Inc Airport,
19IA,small_airport,Ancam Antique Airfield,
19IS,small_airport,Skillet Fork Farm Airport,
19KY,small_airport,Conrads Airport,
19LL,small_airport,Neiner Airport,
19MT,small_airport,N Bar Ranch Airport,
19NC,small_airport,Double S Airport,
19ND,small_airport,Breckheimer Airport,
19NE,small_airport,Hoyt Airport,
19NK,small_airport,Riveredge Airpark,
19NY,small_airport,Four Seasons Airport,
19OR,small_airport,Nelson Ranch Airport,
19PA,small_airport,Lake Airport,
19SC,small_airport,Sexton Airport,
19TA,small_airport,Lagrone Ranch Airport,
19TN,small_airport,Ferraraccio Field,
19VA,small_airport,Flying W Airport,
19WA,small_airport,Key Way Airport,
19WI,small_airport,Erickson Field,
19XS,small_airport,Draggintail Acres Airport,
1A1,small_airport,Green Acres Airport,
1A2,small_airport,Arthur Airport,
1A8,small_airport,Empire Airport,
1AK1,small_airport,Crevice Creek Airport,
1AK2,small_airport,Crosswind Lake Airport,
1AK4,small_airport,Kenai River Airpark,
1AK6,small_airport,Talachulitna River Airport,
1AK8,small_airport,Talaheim Airport,
1AL2,small_airport,Tri-L Acres Airport,
1AL4,small_airport,Elsanor Airport,
1AL5,small_airport,Berry Field,
1AL8,small_airport,Moore Field,
1AR0,small_airport,Breckenridge Airport,
1AR1,small_airport,Walls Airport,
1AR2,small_airport,Taylor Airstrip,
1AR5,small_airport,Cherokee Strip,
1AR6,small_airport,Diamond Bluff Airport,
1AR9,small_airport,Country Air Estates Airport,
1AZ0,small_airport,Bishop Airfield,
1AZ6,small_airport,Skyline Air Ranch Airport,
1AZ8,small_airport,Willow Springs Ranch Airport,
1B5,small_airport,Franconia Airport,
1B8,small_airport,Chapin Field,
1C3,small_airport,Argyle Airport,
1C8,small_airport,Cottonwood Airport,
1C9,small_airport,Frazier Lake Airpark,
1CA1,small_airport,Belridge Strip,
1CA6,small_airport,On the Rocks Airport,
1CD1,small_airport,Reed Airport,
1CD2,small_airport,Tonga Airport,
1CD4,small_airport,Eagle Soaring Airport,
1CL1,small_airport,Little Buttes Antique Airfield,
1CL2,small_airport,Pontious Airport,
1CO2,small_airport,Williams Ranch Airport,
1CO3,small_airport,Bellmore Farms Airport,
1CO4,small_airport,Clifford Field,
1CO5,small_airport,Melon Field,
1CO7,small_airport,Dodsworth Airport,
1CO8,small_airport,Everitt Airport,
1D2,small_airport,Canton-Plymouth-Mettetal Airport,
1D4,small_airport,Mayfield Airport,
1D5,small_airport,Luther Airport,
1D6,small_airport,Hector Municipal Airport,
1DE5,small_airport,Mckeown Airport,
1DS,small_airport,Dry Swamp Airport,
1E2,small_airport,Terlingua Ranch Airport,
1E4,small_airport,Palo Duro Airport,
1E6,small_airport,Elkins Field,
1E7,small_airport,Buffalo Airport,
1E8,small_airport,Degrasse Moores Airport,
1F2,small_airport,Plateau Sky Ranch Airport,
1F7,small_airport,Airpark East Airport,
1FA1,small_airport,Post Oak Ranch Airport,
1FA3,small_airport,Pine Island Airport,
1FA9,small_airport,Villa Char Mar Airport,
1FD4,small_airport,Corkscrew Trace Airpark,
1FL3,small_airport,Z Ranch Airport,
1G6,small_airport,Michael Airfield,
1G8,small_airport,Eddie Dew Memorial Airpark,
1GA0,small_airport,Eagle Neck Airport,
1GA2,small_airport,Flying N Estates Airport,
1GA4,small_airport,Southern Agricultural Aviation Airport,
1GA5,small_airport,Shilo Farms Airport,
1GA8,small_airport,South One Ten Airport,
1GA9,small_airport,Aerie Airport,
1GE2,small_airport,C & W Air Park,
1GE3,small_airport,Answered Prayer Airport,
1GE4,small_airport,Beckley Farms Airport,
1GE5,small_airport,Flying D Airport,
1GE6,small_airport,Daystar Strip Airport,
1GE7,small_airport,Hay Field,
1GE9,small_airport,Waverly Landing Airport,
1H1,small_airport,Airlane Enterprises Airport,
1H4,small_airport,Greenville-Rainbow Airport,
1H6,small_airport,Harvey Young Airport,
1H9,small_airport,Nest of Eagles Airport,
1I1,small_airport,Marcy Field,
1I3,small_airport,Shawnee Field,
1I8,small_airport,Converse Airport,
1I9,small_airport,Delphi Municipal Airport,
1IA4,small_airport,Wallace Field,
1IA6,small_airport,Aero-Lane Airport,
1ID3,small_airport,Beaux Ranch Field,
1ID4,small_airport,Red Baron Airpark,
1ID7,small_airport,Fairbanks Airfield,
1ID9,small_airport,Skyline STOLport,
1II0,small_airport,Webster Airport,
1II3,small_airport,Davis Airport,
1II4,small_airport,Amy Airport,
1II5,small_airport,Van De Mark Airport,
1II8,small_airport,Morris Airport,
1IL0,small_airport,Barnstorm Field,
1IL1,small_airport,Horsefeathers Ranch Airport,
1IL4,small_airport,Flight Park Inc Airport,
1IL8,small_airport,Loy Airport,
1IL9,small_airport,Holland Field,
1IN0,small_airport,Belknap-Icarus Acres Airport,
1IN1,small_airport,Shearer STOLport,
1IN3,small_airport,Confer's Place Airport,
1IN4,small_airport,Robinson Airpark,
1IN5,small_airport,Bottoms Brothers Airport,
1IN6,small_airport,Cottingham Airport,
1IN9,small_airport,Lee Farms Airport,
1IS0,small_airport,Harold Emmerich Airport,
1IS2,small_airport,Triple Creek Airport,
1IS3,small_airport,Cribbet Airport,
1IS4,small_airport,Swan Valley Farm Airport,
1IS5,small_airport,Walder's Farm Airport,
1J9,small_airport,Fort Walton Beach Airport,
1JY2,small_airport,Mahogany Mtn. Airport,
1K1,small_airport,Lloyd Stearman Field,
1K5,small_airport,Waynoka Municipal Airport,
1K6,small_airport,Ellinwood Municipal Airport,
1K8,small_airport,South Grand Lake Regional Airport,
1KC,small_airport,Kalakaket Creek AS Airport,KKK
1KS0,small_airport,Huey Airport,
1KS1,small_airport,Cochran Airport,
1KS2,small_airport,Risky Airport,
1KS3,small_airport,Leo's Place Airport,
1KS4,small_airport,Prichard Airstrip,
1KS6,small_airport,Silers Plane Valley Airport,
1KS7,small_airport,Hitch Feeders Ii Inc. Airport,
1KS8,small_airport,Buehler Airport,
1KS9,small_airport,Belleair Airport,
1KY7,small_airport,Jordan Hill Farm Airport,
1L4,small_airport,Kidwell Airport,
1LA0,small_airport,Ken Guidry #2 Airport,
1LA1,small_airport,Triche Field,
1LA3,small_airport,Goose Island Airport,
1LA5,small_airport,Morrow Strip,
1LL0,small_airport,Boondox Field,
1LL2,small_airport,Spring Brook Airport,
1LL4,small_airport,Sies Landing Area Airport,
1LL5,small_airport,Justison Airport,
1LL6,small_airport,Janssen Airport,
1LL7,small_airport,Edwin G. Bennett Airport,
1LL8,small_airport,Zoomer Field,
1LS0,small_airport,Cal Mire Field,
1LS5,small_airport,Cameron Airstrip,
1LS8,small_airport,Summerell Airport,
1M3,small_airport,Ardmore Airport,
1M7,small_airport,Fulton Airport,
1M8,small_airport,Myricks Airport,
1MA5,small_airport,Unknown Field,
1MD1,small_airport,Big Oak Farm Airport,
1MD8,small_airport,Mayberry Run Airport,
1MI3,small_airport,Black River Ranch Airport,
1MI4,small_airport,Ramsy Farm Airport,
1MI5,small_airport,McKenzie's Landing Airport,
1MI8,small_airport,Vlachos Acres Airport,
1MN0,small_airport,Wetherbee Farm Airport,
1MN2,small_airport,Hay Acres Airport,
1MN5,small_airport,Molnau Airpark,
1MN8,small_airport,Sky Harbor Residential Airpark,
1MO3,small_airport,Lake Viking Airport,
1MO4,small_airport,Landmark Manufacturing Corporation Airport,
1MO6,small_airport,Double S Ranch Airport,
1MO8,small_airport,Sherlock Field,
1MO9,small_airport,Eagle's Point & Red Barn Village Airpark,
1MS0,small_airport,Tapley Airport,
1MS2,small_airport,Peterson Airport,
1MS6,small_airport,Eagles Ridge Airport,
1MS8,small_airport,Columbus Air Force Base Auxiliary Field (Gunshy),
1MT0,small_airport,Nine Quarter Circle Ranch Airport,
1MT2,small_airport,Skyrider Ultralightport,
1MT3,small_airport,Wood Strip,
1MT6,small_airport,Bobcat Field,
1MT7,small_airport,Prill Field,
1MT9,small_airport,Wilcox Airport,
1MU0,small_airport,Medcalf Field,
1MU2,small_airport,Smitty's Landing Airport,
1MU4,small_airport,Short Air Airport,
1MU7,small_airport,Mooseberry Airport,
1MU8,small_airport,Church's Landing Airport,
1MY1,small_airport,Carlson Agricultural Airport,
